full_name,gender,state
Eileen Regis,F,New Jersey
Leonard Timmons,M,Florida
Santos Mixon,M,Arizona
Elicia Weyer,F,Colorado
John Lopez,M,Alabama
Darius Frederickson,M,Colorado
Oscar Martinez,M,New Jersey
Hannah Lyons,F,Connecticut
Pauline Keister,F,Texas
Frederick Harriss,M,California
Ramon Alex,M,Arkansas
John Kimble,M,Nevada
Susan Wohlrab,F,Arkansas
Heather Lewis,F,Nevada
Maurice Martin,M,Texas
Joseph Self,M,Colorado
Bryan Bouska,M,Virginia
Samuel Gallup,M,Texas
Charles Jackson,M,Georgia
Tami Adam,F,Alaska
Maribel Jackson,F,New York
Eric Buzzell,M,Connecticut
Roland Henderson,M,Arizona
Ruth Gansen,F,Alaska
Elizabeth Gooding,F,Connecticut
Julia Perkins,F,Florida
Richard Castillo,M,New York
Kayla Amin,F,Florida
Mary Hartzog,F,Arkansas
Alfred Turbyfill,M,Colorado
Patrick Jefcoat,M,California
Shirley Pack,F,New Jersey
James Baltimore,M,Colorado
Julian Bell,M,Arizona
Keith Dale,M,Arkansas
Susan Laymon,F,Nevada
Pearl Harris,F,Colorado
Owen Rice,M,Colorado
Melinda Newell,F,Virginia
Brian Grotts,M,Nevada
Alfred Knott,M,Virginia
Marie Gotay,F,New York
Matthew Quillen,M,New York
Ralph Crisp,M,Colorado
Sarah Vazquez,F,Florida
Nicholas Murphy,M,Virginia
Kenneth Johnson,M,Florida
Oliver Gonzales,M,Connecticut
Mirian Hall,F,Nevada
George Poulsen,M,Colorado
Michael Hawley,M,California
Vivian Kerr,F,Virginia
Anthony Zhang,M,Arkansas
Doug Rainey,M,Colorado
Alfred Stratton,M,California
Erin Raley,F,Alaska
Domonique Lai,F,California
Mildred Sanders,F,Florida
Hilda Pope,F,Connecticut
Ruby Layton,F,California
Jessie Martin,F,California
Joann Knight,F,Colorado
Arthur Sellers,M,California
Joyce Williams,F,Arkansas
Vesta Benware,F,Alaska
Patsy French,F,California
Margaret Trevino,F,Connecticut
Lisa Goodall,F,Florida
Junior Ward,M,Alabama
Wilma Holt,F,Alaska
Louis Harrison,M,New Jersey
Mitchell Hart,M,New York
Kenneth Voit,M,Arizona
Ruby Shaw,F,Virginia
Robert Krumholz,M,Virginia
Ramon Kennedy,M,Alabama
Victoria Talley,F,Nevada
Scott Hernandez,M,New Jersey
Cristal Madsen,F,Alabama
Mary Davis,F,Georgia
Steven Henning,M,Georgia
Paola Parris,F,Connecticut
Lynn Williams,F,Arkansas
Shirley Davis,F,Arkansas
Donald Rudolph,M,Georgia
Brenda Loftis,F,Alaska
Jackie Alva,F,Arizona
David Louis,M,Virginia
Rex Chong,M,New Jersey
Holly Pearson,F,Georgia
Helen Hotchkiss,F,New Jersey
Richard Williams,M,Nevada
Michael Longoria,M,New York
Juan Ledesma,M,New Jersey
Lori Panek,F,Florida
Maple Freitag,F,Arizona
Jacqueline Williams,F,Florida
Gilbert Wheelis,M,Arizona
Linda Bass,F,Alaska
Denise Weber,F,New York
Gary Heath,M,Florida
Dan Lawrence,M,Arizona
Richard Bray,M,New York
Ken Sanchez,M,New Jersey
Mark Dolan,M,Nevada
Janet Bump,F,Texas
James Bienfang,M,Arkansas
Lynnette Shepard,F,Alabama
Jeffrey Hudnall,M,California
Jeremy Gordon,M,Connecticut
Marie Albers,F,Texas
Jason Chapman,M,Arkansas
Sherri Dunson,F,Georgia
Dustin Jack,M,Alaska
Doris Souza,F,Florida
Michael Rourke,M,Florida
Helen Kosco,F,Alabama
Scott Mello,M,New York
Angela Mccaffrey,F,Florida
Jeanne Lamontagne,F,Nevada
John Lackey,M,Colorado
Jesus Rosi,M,Texas
Jennifer Phillips,F,New Jersey
Tom Williams,M,Alabama
Janette Barr,F,Arkansas
Benjamin Daniel,M,New York
Flora Sayle,F,Alaska
Charles Kerley,M,Arizona
Willard Franklin,M,Colorado
Brandon Ellison,M,Arkansas
Brittany Brown,F,New Jersey
Ruth Kinney,F,Arkansas
Amanda Cheatom,F,California
Richard Bussey,M,Nevada
Mark Skursky,M,Florida
Roger Roberts,M,Connecticut
Gary Hamilton,M,Nevada
Jennifer Richardson,F,Arizona
Edward Espinosa,M,Florida
Ruben Brechbiel,M,Arkansas
Andrew Pond,M,Virginia
Frances Rogers,F,Virginia
Larry Bowen,M,Texas
Mary Phillips,F,Connecticut
Billie Lapp,M,Georgia
Joseph Fisher,M,Alaska
Kimberly Ware,F,Arkansas
Rachel Sapienza,F,Arizona
Brian Aguirre,M,Arkansas
Frank Wang,M,Alabama
Jesus Dixon,M,Arkansas
Robert Curry,M,Georgia
Anthony Petersen,M,New Jersey
Bernardo Gutierrez,M,Nevada
Joe Harris,M,California
Sherry Gurley,F,Texas
Richard Mcknight,M,Connecticut
Judy Gibson,F,Arkansas
Desiree Thoren,F,Texas
Peter Guinn,M,New Jersey
Jeffery Mitchell,M,New York
Roland Woods,M,Nevada
Mary Williams,F,Arizona
Louis Garoutte,M,Colorado
Sharon Buchanan,F,Florida
Debra Roberts,F,New York
Robert Morgan,M,Nevada
Charles Talley,M,Arizona
Mitch Parker,M,New Jersey
Allen Baker,M,Virginia
Kaci Smith,F,Connecticut
Kevin Stollings,M,Arkansas
Lamar Elder,M,Arkansas
Renita Montgomery,F,Alabama
Scott Jarvis,M,New Jersey
Marion Herriott,F,Florida
Christine Truxler,F,Connecticut
Lester Torres,M,Alabama
Vera Perdue,F,Florida
Cathy Stewart,F,Florida
Crystal Monzon,F,Arizona
Terri Garofalo,F,Georgia
Shannon Gallo,F,Texas
Sara Cummings,F,Colorado
Robbie Castile,M,Connecticut
Annette Kaplan,F,Colorado
Sara Acres,F,Nevada
William Orndorff,M,New Jersey
Patrick Harrell,M,Nevada
Diana Dublin,F,Connecticut
Moses Scarpello,M,Georgia
Michelle Bray,F,Alabama
Antonia Scribner,F,Alabama
Corey Hardy,M,New Jersey
Donald Johnson,M,New Jersey
Myra Calvello,F,Connecticut
Clifton Scalf,M,Colorado
Craig Jones,M,New York
Elvira Whitson,F,Colorado
Lloyd Rogers,M,Texas
David Collier,M,Connecticut
Sherry Cobb,F,Connecticut
Helen Lim,F,Arizona
Tyler Acton,M,Virginia
Clara Garza,F,New York
Benjamin Nunnenkamp,M,Alaska
Ralph Carlen,M,New York
Matthew Cooper,M,Texas
Curt Cottrell,M,Connecticut
Arline Rauer,F,New Jersey
Augusta Bodey,F,Connecticut
Shakira Sexton,F,Texas
Brian Odle,M,California
Donald Fullerton,M,Arkansas
Frances Guitterez,F,New Jersey
Orlando Busby,M,Colorado
Justin Destefano,M,Georgia
Andrew Womack,M,Colorado
Thaddeus Robinson,M,Florida
Deborah Lee,F,California
Ahmad Rasor,M,New York
Terry Allen,M,Texas
William Mcdonough,M,New Jersey
Frank Fussell,M,Alaska
Juanita Reese,F,Nevada
Carmen Lujan,F,Arkansas
John Young,M,Arizona
Daniel Kane,M,New York
Jose Pinkham,M,Georgia
Angelia Carlson,F,Nevada
Lisa Britcher,F,Virginia
Ginger Massey,F,Florida
Michael Mcglone,M,Alabama
Jeff Russell,M,Arkansas
James Bell,M,Arizona
Maria Thews,F,New York
Chan Sykes,F,Alaska
Preston Ciprian,M,Arkansas
David Linares,M,Texas
Beverly Currie,F,California
John Tollerud,M,California
Minnie Yamazaki,F,Alabama
Dale James,M,Connecticut
Gerald Johnson,M,Arizona
Betsy Baugh,F,New York
Richard Kelley,M,Arizona
Paul Villarreal,M,Florida
Pauline Brown,F,Arizona
Stephanie Seidel,F,Florida
Robert Mccullough,M,Alaska
Lloyd Paulk,M,Texas
Angela Killian,F,Georgia
Terry Wells,M,Alabama
Willie Nava,M,Florida
Helen Cosgrove,F,Arkansas
Virgil Lemmo,M,Arkansas
Eddie Quezada,F,New Jersey
Mary Wilcox,F,Alaska
Nancy Frederick,F,Nevada
Rebecca Jenkins,F,California
Estela Carter,F,Colorado
Eddie Scott,M,Colorado
Geoffrey Dorval,M,Florida
Sylvia Bunnell,F,Arkansas
Brian Ethridge,M,Arkansas
James Weiss,M,Alaska
Patty Kaiser,F,Nevada
Fredrick Holder,M,Georgia
Dorothy Boyd,F,New York
Victoria Gibson,F,Virginia
Joshua Somerville,M,New York
Stephen Jones,M,Florida
Victoria Mcdonald,F,Virginia
Nedra Henderson,F,Colorado
Tanya Carpenter,F,New Jersey
Margaret Godin,F,Virginia
Robin Cook,M,Virginia
Alan Vance,M,California
Carlos Mathews,M,Colorado
Leonard Peel,M,Virginia
Neva Imai,F,Alaska
Brian Briggs,M,Georgia
Lori Zimmerman,F,Virginia
Barbara John,F,Florida
Kevin Noles,M,New Jersey
Joshua Andrew,M,Colorado
Terri Jackson,F,New York
Melba Whited,F,Nevada
Erica Bailey,F,Alabama
Deann Milam,F,Connecticut
Shaun Weiland,M,Arizona
Teresa Lawver,F,Alaska
Maria Garcia,F,Alabama
Michael Kinsey,M,Nevada
Janice Martinez,F,New Jersey
Garth Christensen,M,Alabama
Jason Ruvalcaba,M,Alaska
Kelly Simmons,F,Connecticut
Crystal Frazier,F,California
Michael Blind,M,Georgia
Kathy Ryder,F,Arizona
Denise Wampler,F,New Jersey
Dorothy Thompson,F,Virginia
Sandra Gault,F,Georgia
Joshua Beaver,M,Alaska
Jennifer Brown,F,Connecticut
Maria Thill,F,Arkansas
Harold Florido,M,Alaska
Lance Patterson,M,California
Tommie Smith,M,California
Gordon Calvert,M,Alabama
Mark Ledbetter,M,Florida
Alleen Butler,F,California
Neil Mckinley,M,Connecticut
Ralph Maxfield,M,New York
Walter Potter,M,Virginia
Joseph Juarez,M,Virginia
Glenn Burke,M,New Jersey
Andrea Kimble,F,Texas
Clarissa Voigt,F,Nevada
Jerry Mendoza,M,Georgia
Gayle Broberg,F,Texas
Shelly Womack,F,New Jersey
Eva Minshall,F,Texas
Martha Timmons,F,Arizona
Janet Rodriguez,F,California
Alice Rodriguez,F,Nevada
Stephanie Hart,F,Nevada
David Bell,M,Alaska
Lloyd Carr,M,Arkansas
Brian Rowland,M,Virginia
Laura Spurrier,F,Connecticut
Vallie Whittaker,F,New Jersey
Aleida Shurman,F,Texas
George Loose,M,Nevada
Anthony Lewis,M,Colorado
Jess Stevens,M,Florida
Richard Evans,M,Connecticut
Megan Moffitt,F,Florida
Brittany Burton,F,Virginia
Edward Watt,M,California
Joi Russo,F,Connecticut
Josephine Riddle,F,Arizona
Norman White,M,Arkansas
Janice Maldonado,F,Connecticut
Kelly Chestnut,F,Arkansas
James Sallie,M,Arkansas
William Erickson,M,Nevada
Jerald Damron,M,Alabama
Elnora Griffith,F,California
Deborah Gordon,F,California
Phillip Robertson,M,Alaska
Alexander Jefferson,M,Georgia
John Imler,M,New Jersey
William Ereaux,M,Virginia
Georgia Jackson,F,Colorado
Evelyn Mears,F,Arkansas
Howard Maddox,M,California
Brian Pauls,M,Texas
Mona Harris,F,Colorado
Jamie Marriott,M,California
Adele Edgin,F,Alaska
Darrel Jolly,M,Alabama
Deborah Gallagher,F,California
Terry Stilson,F,Texas
Collette Ramon,F,Georgia
Dennis Reid,M,Arizona
Aaron Dorsey,M,Georgia
Kathryn Ray,F,Alaska
Roger Fullmer,M,New York
Jason Rosengren,M,Texas
Lisa Youngblood,F,Alaska
Danielle Okie,F,Colorado
Edwina Mendoza,F,Alaska
Rachel Calderon,F,Virginia
Kimberly Tribble,F,Nevada
William Belew,M,Arkansas
Tracy Welch,F,California
Clarice Zolocsik,F,Texas
Elizabeth Rolling,F,Texas
Larry Ellis,M,Alabama
Lettie Bisson,F,Arizona
Louie Anderson,M,Nevada
Jayne Patterson,F,Florida
Jessica Glover,F,Alabama
Susan Galarza,F,Texas
Andrew Wilkes,M,California
Susan Henkhaus,F,Connecticut
Jody Leach,M,Florida
Brandon Madore,M,Georgia
James Sealy,M,Georgia
Robert Perez,M,Connecticut
Dorothy Wood,F,New Jersey
Louella Paddio,F,New York
Julie Allred,F,Virginia
David Marshal,M,Alaska
Mary Talton,F,Colorado
Sandra Turnbow,F,Arkansas
Ann Neumeyer,F,Nevada
Lori Williams,F,Colorado
Bruce Rosebrough,M,Colorado
James Varney,M,California
Timothy Houston,M,New York
Olga Smalley,F,New York
Kathy Callahan,F,Alaska
Jason Mcgowan,M,New York
Troy Neher,M,Connecticut
Nina Luker,F,New Jersey
Robin Newman,F,Florida
Robert Hudspeth,M,Arkansas
Tommy Holman,M,Georgia
Earl Caserta,M,Florida
Martha Testani,F,Arkansas
Dinah Johnson,F,Florida
Leo Nguyen,M,California
Luther Beller,M,Florida
Alfred Jones,M,Georgia
Richard Helmick,M,Texas
Joshua Franklin,M,New Jersey
Ralph Hines,M,Georgia
Robert Johnson,M,Alaska
Jeffrey Hickey,M,Georgia
Joel Vanwagner,M,Connecticut
Jimmie Henderson,M,Colorado
Herbert Barnes,M,Colorado
Holly Ellis,F,Alaska
Marvin Bailey,M,Florida
Juanita Giannotti,F,Florida
Gloria Delarosa,F,Connecticut
Lucinda Johnson,F,Arizona
Tara Perrington,F,Arkansas
Cheryl Talley,F,New York
Cynthia Whaley,F,Nevada
Gloria Bowden,F,Virginia
Timothy Donald,M,Nevada
Joy Sowell,F,Colorado
Caitlin Wilson,F,California
Craig Jordan,M,Alabama
Francisco Clark,M,Colorado
Ruth Gibbons,F,New York
Celia Broughton,F,Colorado
Wendy Bartberger,F,Arkansas
Claude Foran,M,Arizona
Alexis Mckinney,F,Arizona
Susan Doerr,F,New York
Christina Jones,F,Virginia
John Blanco,M,New Jersey
Evelyn Bendel,F,Florida
April Coleman,F,New Jersey
Laura Salaam,F,Florida
Augustus Rose,M,Colorado
Matthew Richardson,M,Nevada
Jimmy Han,M,New York
Elizabeth Gladney,F,Nevada
Kelly Brown,F,New Jersey
Rene Mathews,F,Texas
Arthur Martinez,M,New Jersey
Stefan Gifford,M,New Jersey
Sarah Mcneil,F,New Jersey
Kenny Ferguson,M,Connecticut
Linda Tracy,F,California
Jonathan Marquez,M,New Jersey
Robert Johnson,M,Colorado
Jesse Mone,M,Connecticut
Jannette Bodine,F,Florida
Rosalie Titsworth,F,Georgia
Laree Salling,F,Arizona
Billy Watkins,M,Arkansas
Reda Keyser,F,Arizona
Jamie Lucas,M,California
Kenneth Wilson,M,Nevada
Gilbert Hughes,M,Arkansas
Nathan Scanlon,M,New York
Norman Nelson,M,New York
David White,M,Alabama
Natasha Mildon,F,Alabama
Micheal Barbour,M,Virginia
Brittany Valcourt,F,New Jersey
Jeff Staley,M,Nevada
Belinda Willmore,F,Alabama
Robert Mais,M,Alaska
Aaron Taylor,M,Georgia
John Stallings,M,Texas
Carole Lynn,F,New Jersey
Patricia Yant,F,Arizona
Matthew Dorris,M,New Jersey
Mathew Hopkins,M,Texas
Becky Rowe,F,Arkansas
Elaine Huynh,F,Florida
Charles Dais,M,Arizona
Sharon Reese,F,Florida
Eric Robinson,M,Florida
Jose Brinkman,M,Virginia
Pierre Fields,M,Alaska
Kimberlee Barker,F,New York
Katherine Alesci,F,Nevada
Kathy Osgood,F,Connecticut
Paul Patterson,M,Arkansas
Virginia Olson,F,Connecticut
Shirley Lucas,F,Colorado
Dennis Fuentes,M,Georgia
Robin Jones,F,Florida
Brenda Spring,F,New Jersey
Billie Miller,F,Florida
Marie Blair,F,Nevada
Margaret Montoya,F,Arizona
Luis Williams,M,Florida
John Carballo,M,Alaska
Autumn Hoss,F,Alabama
Chuck Moran,M,California
Kelli Clawson,F,Arkansas
Marina Mcarthur,F,California
Marcus Walker,M,New York
Cynthia Colantuono,F,Florida
Brian Chance,M,Georgia
Carey Villegas,M,Nevada
Elizabeth Dahl,F,Georgia
Tricia Deaver,F,New Jersey
George Sooter,M,Colorado
Joseph Gentry,M,Arkansas
Dirk Winter,M,Arizona
Tracey Rutherford,F,Nevada
Kendra Demello,F,Nevada
Joseph Bryant,M,Arkansas
Angela Lenard,F,Colorado
Starla Higgins,F,California
Frances Schwab,F,Florida
Katherine Foster,F,Florida
Tammy Lawson,F,Arizona
Deborah Askew,F,Arizona
Kathy Henry,F,New York
Juan Fields,M,Alabama
Elizabeth Mose,F,Arkansas
Rex Palmer,M,New Jersey
Derick Poteete,M,California
Burt Allen,M,New Jersey
Karina Alfano,F,Connecticut
Russell Dunn,M,Georgia
Betsy Nettles,F,Connecticut
Dianne Gloria,F,California
Charles Upton,M,Arizona
Vicki Hall,F,Arizona
Joseph Andaya,M,Florida
Jamel Schiele,M,Arkansas
Anna West,F,Arkansas
Anna Baker,F,Connecticut
Laura Sagredo,F,Texas
Stephen Daniels,M,Arkansas
Timothy Wendolski,M,Connecticut
Ronald Hayes,M,New York
Douglas Turner,M,Virginia
Maria Blanton,F,Arizona
Jerry Robertson,M,New Jersey
Courtney Thompson,F,Texas
Mary Houlihan,M,Colorado
Lawanda Anello,F,Virginia
Kacie Rivera,F,California
Donald Gauze,M,Nevada
Debra Scheffel,F,Arizona
Michael Martin,M,Nevada
James Wolfe,M,Georgia
Lisa Rodriguez,F,Connecticut
Lula Mcelyea,F,Georgia
Richard Morgan,M,Virginia
George Richardson,M,Georgia
Larry Pauley,M,Georgia
Doris Mcannally,F,Nevada
Ruth Palacios,F,Georgia
Maria Grossman,M,Colorado
Sandra Perkins,F,New Jersey
Minnie Lang,F,Arizona
Diane Farris,F,Virginia
Nicole Johnson,F,Arkansas
Ted Prewitt,M,New Jersey
Roy Cook,M,New Jersey
Celina Kilgore,F,Nevada
John Cormier,M,Alabama
John Cox,M,Arizona
Debra Moore,F,Texas
Steve Rockwood,M,Colorado
Patricia Stcharles,F,New Jersey
Hisako Steele,F,New York
Debra Watkins,F,Nevada
Raymond Benfield,M,Arizona
Eva Waynick,F,Virginia
Michael Goldberg,M,Arkansas
Thomas Solt,M,Nevada
Mayra Pellerin,F,Colorado
Eric Charles,M,Arizona
Anthony Martinez,M,Georgia
Luis David,M,Virginia
Bryan Oconnor,M,Arkansas
Rosemarie Lu,F,Nevada
Christie Goode,F,California
Buddy Hall,M,New York
Brian Ward,M,California
Manuela Lewis,F,New York
Eric Manning,M,Florida
Henry Evitt,M,New York
Willie Rush,M,California
Connie Bemis,F,Texas
Linda Franco,F,Connecticut
Antonia Bryan,F,Connecticut
Linda Bailey,F,California
Brian Wood,M,Florida
Mary Ginther,F,Texas
Timothy Dawes,M,Arkansas
Christy Dennis,F,Texas
John Odonnell,M,New Jersey
Ruben Benefiel,M,Connecticut
Evelyn Rhames,F,New Jersey
Dona Foster,F,Virginia
Brian Pike,M,Arizona
Kelly Koonce,F,Virginia
William Owens,M,Arkansas
Laura Richardson,F,Georgia
Josie Calvert,F,Colorado
Angel Carrillo,M,Nevada
Richard Harris,M,Alabama
Jennifer Strawbridge,F,Alaska
Caroline Adams,F,Arizona
Patrick Garcia,M,Alabama
Victor Gregory,M,Alaska
Elizabeth Winkles,F,New York
Amber Creger,F,California
Genna Streiff,F,Virginia
Robert Killian,M,Arkansas
Jane Brown,F,Nevada
Deann Quintal,F,New York
Faye Cepeda,F,Connecticut
Ginger Nelson,F,Alaska
Cami Miller,F,New York
Michael Jensen,M,Colorado
Randy Ceniceros,M,Alaska
Cheryl Mcintyre,F,New York
Lynn Lamison,F,New York
Noel Henderson,M,Colorado
Roxanne Tuck,F,Arkansas
Inez Hager,F,Connecticut
Sheila Dingman,F,Arizona
Evelyn Crawford,F,Florida
Ester Stevens,F,Nevada
Frances Carney,F,Georgia
Andy Toodle,M,California
Kenneth Strassel,M,Connecticut
Betty Seymour,F,Georgia
Jerry Naquin,M,Arizona
Carmen Tenebruso,F,Texas
Inez Reed,F,Alaska
Elaine Stinson,F,New York
Donald Bowlin,M,Arkansas
Earl Kirk,M,Connecticut
Raul Griffin,M,Texas
Kay Harr,F,New Jersey
Silvia Oreilly,F,Georgia
Charles Ebinger,M,Arkansas
Robert Carnes,M,Georgia
Guadalupe Bishop,M,Florida
Patricia Jones,F,Georgia
Donald Lucius,M,Alabama
Wanda Maguire,F,Alabama
Richard Meir,M,New York
Eugene Shaw,M,Texas
Julia Ramos,F,Alabama
Lula Daley,F,Arizona
Jane Huff,F,Georgia
Nelson Speigel,M,Arkansas
John Friend,M,Alaska
Terry Weech,M,Arizona
Florence Hairston,F,New Jersey
Janice Marshall,F,California
Brian Moreland,M,New York
Charles King,M,Florida
James Delrie,M,California
Susan Freese,F,Alaska
David Garland,M,Texas
Carol Stine,F,Virginia
Robert Thompson,M,Georgia
Jennifer Napier,F,Texas
Napoleon Simar,M,Texas
Marjorie Augusto,F,New York
Russell Eddy,M,Alaska
Lois Blackmon,F,Virginia
Lee Payne,M,New Jersey
Veronica Bailey,F,New York
Diana Vogel,F,Colorado
Lynda Sanders,F,Arizona
Larry Goodson,M,Virginia
Maurice Edward,M,Virginia
Keisha Hoagland,F,Texas
Joshua Sutton,M,Connecticut
Timothy Coates,M,Alaska
Charles Leon,M,Colorado
Rose Jones,F,Texas
Francine Kirby,F,Alaska
Willie Sylvia,M,Florida
Edith Urbina,F,Georgia
Shanta Lamboy,F,New Jersey
Joshua Riedl,M,Arizona
David Rogers,M,Alaska
Rebecca Redwine,F,Alaska
Ann Callender,F,Virginia
Linda Pritchard,F,Georgia
Jacob Warden,M,New York
Ronald Riley,M,Nevada
Frances Lacher,F,Alaska
Reynaldo Hamburger,M,Colorado
Clara Stanwick,F,Virginia
Daniel Cowan,M,Colorado
Maria Hubert,F,Connecticut
Robert Baker,M,Texas
Donnie Dunning,M,New Jersey
Erin Smith,F,Arkansas
William Mcmahan,M,Arizona
Mary Nelson,F,Texas
Russell Dunbar,M,New Jersey
Charles Bledsoe,M,Nevada
Lilly Summers,F,Arizona
Joe Greenlaw,M,New York
Malissa Thurmer,F,Connecticut
Niki Mize,F,Alaska
Lori Gallagher,F,New Jersey
Joseph Crain,M,California
Jim Russey,M,Texas
Lucy Tipton,F,Nevada
Joseph Wehausen,M,Texas
Phillip Hartzell,M,Connecticut
Joyce Gilbert,F,Alabama
Dinah Burks,F,New York
Cary Martin,M,Virginia
Walker Gossett,M,Florida
Susan Reddick,F,Arkansas
Letha Hayne,F,California
Lucille Rester,F,Virginia
John Thomas,M,Colorado
Russell Hanson,M,Alaska
Donna Burton,F,Nevada
Edwin Walker,M,California
Martin Hayes,M,California
Alpha Jackson,F,Arizona
Christy Howe,F,Florida
Madelyn Pace,F,Virginia
Freda Kenney,F,Georgia
Richard Holbrook,M,Texas
Mark Fitzgerald,M,California
Janette Hill,F,Nevada
Catrina Kalichman,F,Alaska
Linda Higgins,F,Florida
Brittany Gonzales,F,Arkansas
Paula Wright,F,Alabama
Mark Mitchell,M,Texas
Elaine Williams,F,Arizona
Richard Falk,M,Virginia
Shannon Stramel,F,Virginia
Maurice Peters,M,California
Diane Hayzlett,F,New Jersey
Leroy Parsons,M,Arizona
Frances Brown,F,Connecticut
Leroy Bristle,M,Alaska
Salvador Dance,M,Alaska
Judith Steele,F,Alabama
Maxine Chavez,F,California
Gloria Smith,F,Connecticut
Cora Gee,F,New York
Susan Curren,F,Arizona
Rita Psuik,F,Texas
Melvin Miller,M,Arizona
Mildred Cuellar,F,Arizona
Linda Cruz,F,California
Homer Morales,M,Georgia
Jacob Mcglothlin,M,Connecticut
Kellie Hamilton,F,New Jersey
Stephen Sisneros,M,New Jersey
Tim Stephenson,M,California
Dominga Hunter,F,Alaska
Terrence Minyard,M,Florida
Dorothy Sutherland,F,Arizona
Brett Adler,M,New York
Carlos Walker,M,Nevada
Joshua Hardt,M,Nevada
Jessica Mininger,F,Texas
James Tran,M,Florida
Ada Pichette,F,Arizona
Samuel Nguyen,M,Alaska
Sandra Pereira,F,Connecticut
Tracy Lewis,F,California
Amy Pauley,F,Texas
Pamela Gonzales,F,Colorado
William Jasper,M,Arkansas
Colleen Stoppkotte,F,Connecticut
Amanda Leech,F,California
Louisa Tucker,F,Arkansas
Johnny Redfern,M,Virginia
Michael Lenis,M,Alabama
Frank Eftekhari,M,New Jersey
Joyce Winton,F,California
Yesenia Glover,F,Virginia
Ann Ferguson,F,Alabama
Albertine Hight,F,Alabama
Wayne Oszust,M,Connecticut
Eugenia Thompson,F,New York
Catherine Scharf,F,Florida
Richard Robbins,M,Georgia
Jean Williams,F,Alaska
Irving Head,M,Texas
Karen Hutchins,F,Connecticut
George Carswell,M,Virginia
Kathy Oberholtzer,F,Nevada
Craig Mixon,M,California
Michael King,M,Alaska
Darnell Maynard,M,New York
Stephanie Tucker,F,Alaska
Myrtle Bearman,F,Connecticut
Eve Bohne,F,Texas
